theory,category,weight,created_at,updated_at,is_reverse_scored,question_id,is_deleted
16PF,Emotional Stability,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,591,0
MBTI,Sensing (S),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,592,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,593,0
Enneagram,Type 4: The Individualist,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,594,0
16PF,Rule-Consciousness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,true,595,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,596,0
DISC,Influence (I),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,597,0
16PF,Self-Reliance,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,598,0
MBTI,Sensing (S),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,599,0
MBTI,Judging (J),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,600,0
DISC,Steadiness (S),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,601,0
MBTI,Intuition (N),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,602,0
Enneagram,Type 8: The Challenger,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,603,0
Enneagram,Type 3: The Achiever,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,604,0
Big Five,Agreeableness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,605,0
DISC,Dominance (D),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,606,0
Enneagram,Type 7: The Enthusiast,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,607,0
Enneagram,Type 4: The Individualist,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,608,0
MBTI,Feeling (F),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,609,0
DISC,Dominance (D),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,610,0
Enneagram,Type 3: The Achiever,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,611,0
Enneagram,Type 5: The Investigator,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,612,0
16PF,Privateness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,613,0
DISC,Influence (I),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,614,0
MBTI,Intuition (N),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,615,0
MBTI,Perceiving (P),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,616,0
DISC,Steadiness (S),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,617,0
16PF,Warmth,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,618,0
Enneagram,Type 9: The Peacemaker,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,619,0
Enneagram,Type 8: The Challenger,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,620,0
16PF,Apprehension,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,621,0
MBTI,Introversion (I),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,622,0
Big Five,Conscientiousness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,623,0
Enneagram,Type 5: The Investigator,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,624,0
16PF,Perfectionism,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,625,0
Enneagram,Type 7: The Enthusiast,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,626,0
DISC,Conscientiousness (C),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,627,0
Big Five,Conscientiousness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,628,0
Big Five,Conscientiousness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,629,0
16PF,Perfectionism,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,630,0
Big Five,Extraversion,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,631,0
16PF,Tension,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,632,0
MBTI,Sensing (S),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,633,0
16PF,Apprehension,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,634,0
16PF,Sensitivity,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,635,0
16PF,Social Boldness,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,636,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,637,0
MBTI,Introversion (I),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,638,0
MBTI,Judging (J),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,639,0
16PF,Vigilance,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,640,0
Enneagram,Type 9: The Peacemaker,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,641,0
Enneagram,Type 9: The Peacemaker,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,642,0
Big Five,Neuroticism,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,643,0
16PF,Apprehension,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,644,0
Big Five,Extraversion,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,645,0
16PF,Abstractedness,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,646,0
Enneagram,Type 8: The Challenger,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,647,0
MBTI,Perceiving (P),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,648,0
DISC,Steadiness (S),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,649,0
16PF,Dominance,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,650,0
Enneagram,Type 1: The Reformer,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,651,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,652,0
16PF,Emotional Stability,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,653,0
DISC,Dominance (D),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,654,0
Enneagram,Type 9: The Peacemaker,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,655,0
16PF,Abstractedness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,656,0
16PF,Dominance,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,657,0
DISC,Steadiness (S),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,658,0
Enneagram,Type 4: The Individualist,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,659,0
16PF,Dominance,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,660,0
16PF,Perfectionism,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,true,661,0
16PF,Perfectionism,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,662,0
16PF,Vigilance,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,663,0
16PF,Rule-Consciousness,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,664,0
Enneagram,Type 2: The Helper,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,665,0
DISC,Steadiness (S),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,666,0
16PF,Sensitivity,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,667,0
MBTI,Feeling (F),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,668,0
Enneagram,Type 5: The Investigator,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,669,0
MBTI,Judging (J),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,670,0
16PF,Openness to Change,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,671,0
Enneagram,Type 2: The Helper,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,672,0
Enneagram,Type 4: The Individualist,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,673,0
16PF,Liveliness,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,674,0
16PF,Vigilance,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,675,0
16PF,Self-Reliance,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,676,0
Enneagram,Type 3: The Achiever,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,677,0
MBTI,Extraversion (E),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,678,0
16PF,Abstractedness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,679,0
Enneagram,Type 8: The Challenger,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,680,0
DISC,Dominance (D),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,681,0
16PF,Social Boldness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,true,682,0
MBTI,Judging (J),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,683,0
DISC,Influence (I),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,684,0
Big Five,Neuroticism,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,685,0
Enneagram,Type 3: The Achiever,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,686,0
16PF,Apprehension,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,true,687,0
Big Five,Agreeableness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,688,0
Big Five,Extraversion,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,689,0
Enneagram,Type 3: The Achiever,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,690,0
16PF,Apprehension,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,691,0
Enneagram,Type 2: The Helper,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,692,0
MBTI,Intuition (N),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,693,0
Big Five,Conscientiousness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,694,0
16PF,Emotional Stability,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,true,695,0
Enneagram,Type 2: The Helper,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,696,0
DISC,Dominance (D),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,697,0
Enneagram,Type 6: The Loyalist,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,698,0
16PF,Social Boldness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,true,699,0
DISC,Influence (I),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,700,0
16PF,Dominance,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,701,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,702,0
Enneagram,Type 6: The Loyalist,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,703,0
DISC,Steadiness (S),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,704,0
DISC,Steadiness (S),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,705,0
Enneagram,Type 6: The Loyalist,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,706,0
MBTI,Intuition (N),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,707,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,708,0
MBTI,Perceiving (P),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,709,0
Big Five,Extraversion,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,710,0
Big Five,Extraversion,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,711,0
16PF,Perfectionism,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,712,0
MBTI,Judging (J),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,713,0
DISC,Dominance (D),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,714,0
DISC,Steadiness (S),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,715,0
Big Five,Agreeableness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,716,0
16PF,Emotional Stability,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,717,0
MBTI,Judging (J),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,718,0
Big Five,Conscientiousness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,719,0
Enneagram,Type 5: The Investigator,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,720,0
Big Five,Conscientiousness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,721,0
DISC,Conscientiousness (C),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,722,0
16PF,Dominance,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,723,0
16PF,Perfectionism,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,724,0
MBTI,Sensing (S),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,725,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,726,0
Big Five,Conscientiousness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,727,0
16PF,Rule-Consciousness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,728,0
Big Five,Neuroticism,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,729,0
DISC,Dominance (D),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,730,0
DISC,Dominance (D),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,731,0
16PF,Emotional Stability,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,732,0
16PF,Privateness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,733,0
16PF,Warmth,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,734,0
Enneagram,Type 9: The Peacemaker,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,735,0
16PF,Rule-Consciousness,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,736,0
Enneagram,Type 3: The Achiever,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,737,0
MBTI,Intuition (N),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,738,0
MBTI,Introversion (I),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,739,0
MBTI,Intuition (N),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,740,0
16PF,Warmth,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,741,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,742,0
16PF,Privateness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,743,0
Enneagram,Type 7: The Enthusiast,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,744,0
16PF,Self-Reliance,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,true,745,0
Enneagram,Type 9: The Peacemaker,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,746,0
16PF,Dominance,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,747,0
16PF,Apprehension,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,true,748,0
MBTI,Feeling (F),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,749,0
16PF,Privateness,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,750,0
MBTI,Sensing (S),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,751,0
Enneagram,Type 6: The Loyalist,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,752,0
Enneagram,Type 8: The Challenger,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,753,0
16PF,Sensitivity,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,754,0
16PF,Social Boldness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,755,0
Enneagram,Type 1: The Reformer,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,756,0
DISC,Dominance (D),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,757,0
DISC,Conscientiousness (C),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,758,0
Enneagram,Type 5: The Investigator,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,759,0
16PF,Emotional Stability,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,760,0
Enneagram,Type 4: The Individualist,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,761,0
DISC,Steadiness (S),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,762,0
Enneagram,Type 7: The Enthusiast,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,763,0
MBTI,Extraversion (E),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,764,0
16PF,Perfectionism,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,765,0
MBTI,Introversion (I),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,766,0
Enneagram,Type 8: The Challenger,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,767,0
16PF,Self-Reliance,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,768,0
MBTI,Feeling (F),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,769,0
16PF,Reasoning,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,true,770,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,771,0
Enneagram,Type 4: The Individualist,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,772,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,773,0
Enneagram,Type 8: The Challenger,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,774,0
Big Five,Agreeableness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,775,0
16PF,Social Boldness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,776,0
MBTI,Judging (J),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,777,0
Enneagram,Type 3: The Achiever,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,778,0
16PF,Liveliness,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,779,0
DISC,Influence (I),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,780,0
MBTI,Intuition (N),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,781,0
Enneagram,Type 8: The Challenger,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,782,0
MBTI,Extraversion (E),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,783,0
16PF,Warmth,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,784,0
16PF,Apprehension,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,785,0
Big Five,Agreeableness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,786,0
MBTI,Thinking (T),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,787,0
16PF,Apprehension,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,true,788,0
MBTI,Intuition (N),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,789,0
16PF,Reasoning,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,790,0
16PF,Dominance,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,791,0
Big Five,Extraversion,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,792,0
Big Five,Conscientiousness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,793,0
16PF,Abstractedness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,794,0
DISC,Steadiness (S),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,795,0
Enneagram,Type 1: The Reformer,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,796,0
16PF,Vigilance,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,797,0
16PF,Abstractedness,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,798,0
Enneagram,Type 6: The Loyalist,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,799,0
MBTI,Thinking (T),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,800,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,801,0
DISC,Influence (I),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,802,0
16PF,Perfectionism,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,803,0
16PF,Social Boldness,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,804,0
DISC,Conscientiousness (C),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,805,0
Enneagram,Type 8: The Challenger,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,806,0
MBTI,Sensing (S),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,807,0
Enneagram,Type 1: The Reformer,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,808,0
Enneagram,Type 3: The Achiever,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,809,0
DISC,Conscientiousness (C),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,810,0
Big Five,Agreeableness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,811,0
16PF,Openness to Change,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,true,812,0
Enneagram,Type 3: The Achiever,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,813,0
MBTI,Thinking (T),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,814,0
MBTI,Judging (J),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,815,0
Enneagram,Type 2: The Helper,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,816,0
Enneagram,Type 9: The Peacemaker,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,817,0
MBTI,Introversion (I),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,818,0
Enneagram,Type 4: The Individualist,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,819,0
Enneagram,Type 1: The Reformer,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,820,0
MBTI,Judging (J),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,821,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,822,0
DISC,Dominance (D),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,823,0
MBTI,Extraversion (E),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,824,0
Enneagram,Type 3: The Achiever,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,825,0
Enneagram,Type 5: The Investigator,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,true,826,0
MBTI,Feeling (F),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,827,0
DISC,Influence (I),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,828,0
MBTI,Intuition (N),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,829,0
16PF,Sensitivity,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,830,0
MBTI,Feeling (F),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,831,0
MBTI,Judging (J),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,832,0
Big Five,Conscientiousness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,833,0
DISC,Influence (I),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,834,0
16PF,Self-Reliance,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,835,0
Big Five,Conscientiousness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,836,0
Enneagram,Type 8: The Challenger,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,837,0
Big Five,Conscientiousness,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,838,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,839,0
DISC,Conscientiousness (C),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,840,0
16PF,Abstractedness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,841,0
DISC,Conscientiousness (C),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,842,0
16PF,Privateness,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,843,0
16PF,Perfectionism,1,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,false,844,0
Enneagram,Type 8: The Challenger,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,845,0
16PF,Reasoning,1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,846,0
Big Five,Neuroticism,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,847,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,848,0
Big Five,Neuroticism,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,849,0
Enneagram,Type 4: The Individualist,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,850,0
MBTI,Thinking (T),1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,false,851,0
Big Five,Openness to Experience,1,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,true,852,0
DISC,Dominance (D),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,853,0
DISC,Steadiness (S),1,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,false,854,0
